record_id,timestamp_received,logistic_pred,svm_pred,rf_pred,final_vote,confidence_score
REC_3149,2026-05-17T11:03:10.119942,0,0,0,0,0.9734
REC_3150,2026-05-17T11:03:10.170581,1,0,0,0,0.6920
REC_3151,2026-05-17T11:03:10.220566,0,0,0,0,0.9955
REC_3152,2026-05-17T11:03:10.271149,0,0,0,0,0.9717
REC_3153,2026-05-17T11:03:10.321838,0,0,0,0,0.9742
REC_3154,2026-05-17T11:03:10.373057,0,0,0,0,0.9174
REC_3155,2026-05-17T11:03:10.423095,0,0,0,0,0.8293
REC_3156,2026-05-17T11:03:10.473459,0,0,0,0,0.9018
REC_3157,2026-05-17T11:03:10.524221,0,0,0,0,0.9758
REC_3158,2026-05-17T11:03:10.575235,0,0,0,0,0.9779
REC_3159,2026-05-17T11:03:10.626379,0,0,0,0,0.9958
REC_3160,2026-05-17T11:03:10.675864,0,0,0,0,0.9911
REC_3161,2026-05-17T11:03:10.727311,0,0,0,0,0.9789
REC_3162,2026-05-17T11:03:10.777342,0,0,0,0,0.9844
REC_3163,2026-05-17T11:03:10.827301,0,0,0,0,0.9776
REC_3164,2026-05-17T11:03:10.878088,0,0,0,0,0.9016
REC_3165,2026-05-17T11:03:10.929732,1,0,0,0,0.6284
REC_3166,2026-05-17T11:03:10.979566,0,0,0,0,0.9694
REC_3167,2026-05-17T11:03:11.030335,0,0,0,0,0.9901
REC_3168,2026-05-17T11:03:11.082003,0,0,0,0,0.9798
REC_3169,2026-05-17T11:03:11.132652,0,0,0,0,0.9665
REC_3170,2026-05-17T11:03:11.183796,0,0,0,0,0.9284
REC_3171,2026-05-17T11:03:11.234494,0,0,0,0,0.9732
REC_3172,2026-05-17T11:03:11.285146,0,0,0,0,0.9597
REC_3173,2026-05-17T11:03:11.335728,0,0,0,0,0.9729
REC_3174,2026-05-17T11:03:11.385239,0,0,0,0,0.9525
REC_3175,2026-05-17T11:03:11.437030,0,0,0,0,0.9798
REC_3176,2026-05-17T11:03:11.488161,0,0,0,0,0.9516
REC_3177,2026-05-17T11:03:11.540547,0,0,0,0,0.9716
REC_3178,2026-05-17T11:03:11.589687,1,0,0,0,0.5890
REC_3179,2026-05-17T11:03:11.639799,0,0,0,0,0.8705
REC_3180,2026-05-17T11:03:11.690409,0,0,0,0,0.9214
REC_3181,2026-05-17T11:03:11.742268,0,0,0,0,0.9605
REC_3182,2026-05-17T11:03:11.792757,0,0,0,0,0.9877
REC_3183,2026-05-17T11:03:11.843839,0,0,0,0,0.7640
REC_3184,2026-05-17T11:03:11.894285,0,0,0,0,0.8895
REC_3185,2026-05-17T11:03:11.944549,0,0,0,0,0.9594
REC_3186,2026-05-17T11:03:11.995826,0,0,0,0,0.9679
REC_3187,2026-05-17T11:03:12.046113,0,0,0,0,0.9874
REC_3188,2026-05-17T11:03:12.097370,0,0,0,0,0.9748
REC_3189,2026-05-17T11:03:12.148726,0,0,0,0,0.9391
REC_3190,2026-05-17T11:03:12.197620,0,0,0,0,0.9086
REC_3191,2026-05-17T11:03:12.248142,0,0,0,0,0.9799
REC_3192,2026-05-17T11:03:12.300467,0,0,0,0,0.9779
REC_3193,2026-05-17T11:03:12.350244,0,0,0,0,0.7893
REC_3194,2026-05-17T11:03:12.401416,1,0,1,1,0.6818
REC_3195,2026-05-17T11:03:12.452294,0,0,0,0,0.9886
REC_3196,2026-05-17T11:03:12.502867,0,0,0,0,0.8759
REC_3197,2026-05-17T11:03:12.554516,0,0,0,0,0.9564
REC_3198,2026-05-17T11:03:12.603858,0,0,0,0,0.9932
REC_3199,2026-05-17T11:03:12.654486,0,0,0,0,0.9407
REC_3200,2026-05-17T11:03:12.706025,0,0,0,0,0.9448
REC_3201,2026-05-17T11:03:12.755513,0,0,0,0,0.9448
REC_3202,2026-05-17T11:03:12.807651,0,0,0,0,0.9944
REC_3203,2026-05-17T11:03:12.857780,0,0,0,0,0.9738
REC_3204,2026-05-17T11:03:12.908612,0,0,0,0,0.9943
REC_3205,2026-05-17T11:03:12.961028,0,0,0,0,0.9758
REC_3206,2026-05-17T11:03:13.009389,1,1,0,1,0.6302
REC_3207,2026-05-17T11:03:13.059743,0,0,0,0,0.9240
REC_3208,2026-05-17T11:03:13.111675,0,0,0,0,0.9367
REC_3209,2026-05-17T11:03:13.162084,0,0,0,0,0.9630
REC_3210,2026-05-17T11:03:13.212985,0,0,0,0,0.9804
REC_3211,2026-05-17T11:03:13.263625,0,0,0,0,0.9932
REC_3212,2026-05-17T11:03:13.315064,0,0,0,0,0.9908
REC_3213,2026-05-17T11:03:13.365173,0,0,0,0,0.8142
REC_3214,2026-05-17T11:03:13.415919,0,0,0,0,0.6155
REC_3215,2026-05-17T11:03:13.466717,0,0,0,0,0.9274
REC_3216,2026-05-17T11:03:13.516182,0,0,0,0,0.9849
REC_3217,2026-05-17T11:03:13.567022,0,0,0,0,0.9746
REC_3218,2026-05-17T11:03:13.617452,0,0,0,0,0.9691
REC_3219,2026-05-17T11:03:13.669284,0,0,0,0,0.9749
REC_3220,2026-05-17T11:03:13.719827,0,0,0,0,0.9696
REC_3221,2026-05-17T11:03:13.771247,0,0,0,0,0.9619
REC_3222,2026-05-17T11:03:13.821704,0,0,0,0,0.9938
REC_3223,2026-05-17T11:03:13.871682,0,0,0,0,0.9901
REC_3224,2026-05-17T11:03:13.923042,0,0,0,0,0.9889
REC_3225,2026-05-17T11:03:13.973064,1,0,0,0,0.6452
REC_3226,2026-05-17T11:03:14.024146,0,0,0,0,0.9896
REC_3227,2026-05-17T11:03:14.075464,0,0,0,0,0.9743
REC_3228,2026-05-17T11:03:14.125552,0,0,0,0,0.9817
REC_3229,2026-05-17T11:03:14.176565,0,0,0,0,0.9739
REC_3230,2026-05-17T11:03:14.227195,0,0,0,0,0.9709
REC_3231,2026-05-17T11:03:14.278221,0,0,0,0,0.9589
REC_3232,2026-05-17T11:03:14.328563,0,0,0,0,0.9632
REC_3233,2026-05-17T11:03:14.378638,0,0,0,0,0.9635
REC_3234,2026-05-17T11:03:14.430104,0,0,0,0,0.9817
REC_3235,2026-05-17T11:03:14.481773,0,0,0,0,0.9469
REC_3236,2026-05-17T11:03:14.532504,0,0,0,0,0.9887
REC_3237,2026-05-17T11:03:14.581963,0,0,0,0,0.9854
REC_3238,2026-05-17T11:03:14.632951,0,0,0,0,0.9685
REC_3239,2026-05-17T11:03:14.684088,0,0,0,0,0.9811
REC_3240,2026-05-17T11:03:14.734104,0,0,0,0,0.9697
REC_3241,2026-05-17T11:03:14.786008,0,0,0,0,0.9445
REC_3242,2026-05-17T11:03:14.836659,0,0,0,0,0.9512
REC_3243,2026-05-17T11:03:14.888293,0,0,0,0,0.9743
REC_3244,2026-05-17T11:03:14.938331,0,0,0,0,0.9722
REC_3245,2026-05-17T11:03:14.988946,0,0,0,0,0.9758
REC_3246,2026-05-17T11:03:15.040129,0,0,0,0,0.9679
REC_3247,2026-05-17T11:03:15.092522,0,0,0,0,0.9957
REC_3248,2026-05-17T11:03:15.142338,0,0,0,0,0.9497
REC_3249,2026-05-17T11:03:15.192248,0,0,0,0,0.9807
REC_3250,2026-05-17T11:03:15.242885,0,0,0,0,0.9629
REC_3251,2026-05-17T11:03:15.294247,0,0,0,0,0.9777
REC_3252,2026-05-17T11:03:15.345054,0,0,0,0,0.9407
REC_3253,2026-05-17T11:03:15.395762,0,0,0,0,0.9853
REC_3254,2026-05-17T11:03:15.447580,0,0,0,0,0.9769
REC_3255,2026-05-17T11:03:15.497235,0,0,0,0,0.9917
REC_3256,2026-05-17T11:03:15.546789,0,0,0,0,0.9838
REC_3257,2026-05-17T11:03:15.597936,0,0,0,0,0.9749
REC_3258,2026-05-17T11:03:15.650291,0,0,0,0,0.9252
REC_3259,2026-05-17T11:03:15.700955,0,0,0,0,0.9562
REC_3260,2026-05-17T11:03:15.751436,0,0,0,0,0.9115
REC_3261,2026-05-17T11:03:15.802534,0,0,0,0,0.9666
REC_3262,2026-05-17T11:03:15.852154,0,0,0,0,0.9766
REC_3263,2026-05-17T11:03:15.902836,0,0,0,0,0.9874
REC_3264,2026-05-17T11:03:15.955071,0,0,0,0,0.9803
REC_3265,2026-05-17T11:03:16.004765,0,0,0,0,0.9836
REC_3266,2026-05-17T11:03:16.055464,0,0,0,0,0.9848
REC_3267,2026-05-17T11:03:16.105893,0,0,0,0,0.9651
REC_3268,2026-05-17T11:03:16.156265,0,0,0,0,0.9792
REC_3269,2026-05-17T11:03:16.207353,0,0,0,0,0.9916
REC_3270,2026-05-17T11:03:16.259836,1,1,0,1,0.5364
REC_3271,2026-05-17T11:03:16.308784,0,0,0,0,0.9361
REC_3272,2026-05-17T11:03:16.359145,0,0,0,0,0.9758
REC_3273,2026-05-17T11:03:16.411378,1,0,0,0,0.6523
REC_3274,2026-05-17T11:03:16.461187,0,0,0,0,0.9832
REC_3275,2026-05-17T11:03:16.512158,1,0,0,0,0.6110
REC_3276,2026-05-17T11:03:16.562166,1,0,0,0,0.6110
REC_3277,2026-05-17T11:03:16.614032,0,0,0,0,0.9099
REC_3278,2026-05-17T11:03:16.663705,0,0,0,0,0.9429
REC_3279,2026-05-17T11:03:16.714684,0,0,0,0,0.9809
REC_3280,2026-05-17T11:03:16.766476,0,0,0,0,0.9897
REC_3281,2026-05-17T11:03:16.816459,0,0,0,0,0.9936
REC_3282,2026-05-17T11:03:16.866665,0,0,0,0,0.9924
REC_3283,2026-05-17T11:03:16.917883,0,0,0,0,0.9767
REC_3284,2026-05-17T11:03:16.969620,0,0,0,0,0.9764
REC_3285,2026-05-17T11:03:17.019163,0,0,0,0,0.9968
REC_3286,2026-05-17T11:03:17.071533,0,0,0,0,0.9734
REC_3287,2026-05-17T11:03:17.122271,0,0,0,0,0.9895
REC_3288,2026-05-17T11:03:17.172870,0,0,0,0,0.9727
REC_3289,2026-05-17T11:03:17.223016,1,0,0,0,0.7399
REC_3290,2026-05-17T11:03:17.273824,0,0,0,0,0.9860
REC_3291,2026-05-17T11:03:17.324318,0,0,0,0,0.9817
REC_3292,2026-05-17T11:03:17.376613,0,0,0,0,0.9865
REC_3293,2026-05-17T11:03:17.426189,0,0,0,0,0.9935
REC_3294,2026-05-17T11:03:17.478029,0,0,0,0,0.9883
REC_3295,2026-05-17T11:03:17.529771,0,0,0,0,0.9919
REC_3296,2026-05-17T11:03:17.579482,0,0,0,0,0.9950
REC_3297,2026-05-17T11:03:17.629451,0,0,0,0,0.9074
REC_3298,2026-05-17T11:03:17.679003,0,0,0,0,0.9728
REC_3299,2026-05-17T11:03:17.729883,1,1,0,1,0.4787
REC_3300,2026-05-17T11:03:17.781469,0,0,0,0,0.9743
REC_3301,2026-05-17T11:03:17.830983,0,0,0,0,0.9700
REC_3302,2026-05-17T11:03:17.881776,1,0,0,0,0.7526
REC_3303,2026-05-17T11:03:17.933270,0,0,0,0,0.9758
REC_3304,2026-05-17T11:03:17.982852,0,0,0,0,0.9899
REC_3305,2026-05-17T11:03:18.033367,0,0,0,0,0.9875
REC_3306,2026-05-17T11:03:18.084875,0,0,0,0,0.9745
REC_3307,2026-05-17T11:03:18.134975,0,0,0,0,0.9326
REC_3308,2026-05-17T11:03:18.186360,1,0,0,0,0.5520
REC_3309,2026-05-17T11:03:18.236719,1,1,0,1,0.7400
REC_3310,2026-05-17T11:03:18.288099,0,0,1,0,0.6519
REC_3311,2026-05-17T11:03:18.338270,0,0,0,0,0.9789
REC_3312,2026-05-17T11:03:18.389750,1,0,0,0,0.5785
REC_3313,2026-05-17T11:03:18.439630,1,1,0,1,0.6968
REC_3314,2026-05-17T11:03:18.491791,0,0,0,0,0.9742
REC_3315,2026-05-17T11:03:18.541448,0,0,0,0,0.9945
REC_3316,2026-05-17T11:03:18.593177,0,0,0,0,0.9705
REC_3317,2026-05-17T11:03:18.643298,0,0,0,0,0.8850
REC_3318,2026-05-17T11:03:18.694502,0,0,0,0,0.9992
REC_3319,2026-05-17T11:03:18.745927,0,0,0,0,0.9735
REC_3320,2026-05-17T11:03:18.796913,0,0,0,0,0.9853
REC_3321,2026-05-17T11:03:18.846128,0,0,0,0,0.9849
REC_3322,2026-05-17T11:03:18.900499,0,0,0,0,0.9685
REC_3323,2026-05-17T11:03:18.948001,0,0,0,0,0.9370
REC_3324,2026-05-17T11:03:18.999515,0,0,0,0,0.9889
REC_3325,2026-05-17T11:03:19.051620,0,0,0,0,0.9917
REC_3326,2026-05-17T11:03:19.101529,0,0,0,0,0.8346
REC_3327,2026-05-17T11:03:19.152537,0,0,0,0,0.9993
REC_3328,2026-05-17T11:03:19.204332,0,0,0,0,0.9993
REC_3329,2026-05-17T11:03:19.254779,0,0,0,0,0.9463
REC_3330,2026-05-17T11:03:19.304341,0,0,0,0,0.9959
REC_3331,2026-05-17T11:03:19.354665,0,0,0,0,0.9789
REC_3332,2026-05-17T11:03:19.405953,0,0,0,0,0.9452
REC_3333,2026-05-17T11:03:19.455907,0,0,0,0,0.9901
REC_3334,2026-05-17T11:03:19.507285,0,0,0,0,0.9720
REC_3335,2026-05-17T11:03:19.558641,0,0,0,0,0.9099
REC_3336,2026-05-17T11:03:19.608298,0,0,0,0,0.9913
REC_3337,2026-05-17T11:03:19.660083,0,0,0,0,0.9776
REC_3338,2026-05-17T11:03:19.711730,0,0,0,0,0.9956
REC_3339,2026-05-17T11:03:19.761759,0,0,0,0,0.8613
REC_3340,2026-05-17T11:03:19.812100,0,0,0,0,0.9468
REC_3341,2026-05-17T11:03:19.863090,0,0,0,0,0.9822
REC_3342,2026-05-17T11:03:19.913701,0,0,0,0,0.9646
REC_3343,2026-05-17T11:03:19.964999,0,0,0,0,0.9646
REC_3344,2026-05-17T11:03:20.016951,0,0,0,0,0.9679
REC_3345,2026-05-17T11:03:20.067350,0,0,0,0,0.9754
REC_3346,2026-05-17T11:03:20.117356,0,0,0,0,0.9799
REC_3347,2026-05-17T11:03:20.168335,0,0,0,0,0.9646
REC_3348,2026-05-17T11:03:20.218470,0,0,0,0,0.9821
REC_3349,2026-05-17T11:03:20.269139,0,0,0,0,0.9915
REC_3350,2026-05-17T11:03:20.320016,0,0,0,0,0.9915
REC_3351,2026-05-17T11:03:20.370967,0,0,0,0,0.9973
REC_3352,2026-05-17T11:03:20.421310,0,0,0,0,0.9965
REC_3353,2026-05-17T11:03:20.472109,1,1,0,1,0.7602
REC_3354,2026-05-17T11:03:20.523224,0,0,0,0,0.9733
REC_3355,2026-05-17T11:03:20.573509,0,0,0,0,0.9712
REC_3356,2026-05-17T11:03:20.623985,0,0,0,0,0.9814
REC_3357,2026-05-17T11:03:20.675766,0,0,0,0,0.9724
REC_3358,2026-05-17T11:03:20.725421,0,0,0,0,0.9679
REC_3359,2026-05-17T11:03:20.777012,0,0,0,0,0.9645
REC_3360,2026-05-17T11:03:20.827768,0,0,0,0,0.9646
REC_3361,2026-05-17T11:03:20.877460,0,0,0,0,0.9127
REC_3362,2026-05-17T11:03:20.928272,0,0,0,0,0.8252
REC_3363,2026-05-17T11:03:20.980441,0,0,0,0,0.9758
REC_3364,2026-05-17T11:03:21.029805,0,0,0,0,0.9666
REC_3365,2026-05-17T11:03:21.080350,0,0,0,0,0.9876
REC_3366,2026-05-17T11:03:21.132157,0,0,0,0,0.9539
REC_3367,2026-05-17T11:03:21.182855,0,0,0,0,0.9827
REC_3368,2026-05-17T11:03:21.232643,0,0,0,0,0.8789
REC_3369,2026-05-17T11:03:21.284655,0,0,0,0,0.9648
REC_3370,2026-05-17T11:03:21.334815,0,0,0,0,0.9762
REC_3371,2026-05-17T11:03:21.385521,0,0,0,0,0.9687
REC_3372,2026-05-17T11:03:21.435761,1,1,0,1,0.7572
REC_3373,2026-05-17T11:03:21.487307,0,0,0,0,0.9951
REC_3374,2026-05-17T11:03:21.538309,0,0,0,0,0.9730
REC_3375,2026-05-17T11:03:21.589421,0,0,0,0,0.9676
REC_3376,2026-05-17T11:03:21.639998,0,0,0,0,0.9817
REC_3377,2026-05-17T11:03:21.690428,1,0,0,0,0.7857
REC_3378,2026-05-17T11:03:21.741112,0,0,0,0,0.9500
REC_3379,2026-05-17T11:03:21.791224,0,0,0,0,0.9250
REC_3380,2026-05-17T11:03:21.842517,0,0,0,0,0.9843
REC_3381,2026-05-17T11:03:21.892670,0,0,0,0,0.9633
REC_3382,2026-05-17T11:03:21.944483,0,0,0,0,0.9844
REC_3383,2026-05-17T11:03:21.994698,0,0,0,0,0.9865
REC_3384,2026-05-17T11:03:22.044499,0,0,0,0,0.9385
REC_3385,2026-05-17T11:03:22.095271,0,0,0,0,0.8046
REC_3386,2026-05-17T11:03:22.145359,0,0,0,0,0.9682
REC_3387,2026-05-17T11:03:22.197182,0,0,0,0,0.9703
REC_3388,2026-05-17T11:03:22.247901,0,0,0,0,0.8404
REC_3389,2026-05-17T11:03:22.297763,0,0,0,0,0.9621
REC_3390,2026-05-17T11:03:22.348510,0,0,0,0,0.9455
REC_3391,2026-05-17T11:03:22.399673,0,0,0,0,0.9209
REC_3392,2026-05-17T11:03:22.450495,0,0,0,0,0.9828
REC_3393,2026-05-17T11:03:22.499936,0,0,0,0,0.9613
REC_3394,2026-05-17T11:03:22.552422,0,0,0,0,0.9821
REC_3395,2026-05-17T11:03:22.601781,0,0,0,0,0.9794
REC_3396,2026-05-17T11:03:22.652507,0,0,0,0,0.9500
REC_3397,2026-05-17T11:03:22.703690,0,0,0,0,0.9519
REC_3398,2026-05-17T11:03:22.754607,0,0,1,0,0.6220
REC_3399,2026-05-17T11:03:22.804947,0,0,0,0,0.9939
REC_3400,2026-05-17T11:03:22.855656,0,0,0,0,0.9265
REC_3401,2026-05-17T11:03:22.905324,0,0,0,0,0.9686
REC_3402,2026-05-17T11:03:22.956007,0,0,0,0,0.9233
REC_3403,2026-05-17T11:03:23.006773,0,0,0,0,0.9947
REC_3404,2026-05-17T11:03:23.059237,0,0,0,0,0.9797
REC_3405,2026-05-17T11:03:23.109292,0,0,0,0,0.9538
REC_3406,2026-05-17T11:03:23.159310,0,0,0,0,0.9797
REC_3407,2026-05-17T11:03:23.210191,0,0,0,0,0.9907
REC_3408,2026-05-17T11:03:23.259865,0,0,0,0,0.9531
REC_3409,2026-05-17T11:03:23.311215,0,0,0,0,0.9357
REC_3410,2026-05-17T11:03:23.362341,0,0,0,0,0.9728
REC_3411,2026-05-17T11:03:23.412607,0,0,0,0,0.9037
REC_3412,2026-05-17T11:03:23.463795,0,0,0,0,0.9672
REC_3413,2026-05-17T11:03:23.513847,0,0,0,0,0.9543
REC_3414,2026-05-17T11:03:23.564399,0,0,0,0,0.9797
REC_3415,2026-05-17T11:03:23.615354,0,0,0,0,0.9797
REC_3416,2026-05-17T11:03:23.666490,0,0,0,0,0.9848
REC_3417,2026-05-17T11:03:23.717240,0,0,0,0,0.9893
REC_3418,2026-05-17T11:03:23.767971,0,0,0,0,0.9538
REC_3419,2026-05-17T11:03:23.818226,0,0,0,0,0.8291
REC_3420,2026-05-17T11:03:23.869169,0,0,0,0,0.9833
REC_3421,2026-05-17T11:03:23.919022,0,0,0,0,0.9844
REC_3422,2026-05-17T11:03:23.970056,0,0,0,0,0.9396
REC_3423,2026-05-17T11:03:24.021327,0,0,0,0,0.9757
REC_3424,2026-05-17T11:03:24.072152,0,0,0,0,0.9723
REC_3425,2026-05-17T11:03:24.121444,0,0,0,0,0.9676
REC_3426,2026-05-17T11:03:24.172006,0,0,0,0,0.9918
REC_3427,2026-05-17T11:03:24.222993,0,0,0,0,0.9857
REC_3428,2026-05-17T11:03:24.273873,0,0,0,0,0.9261
REC_3429,2026-05-17T11:03:24.324815,0,0,0,0,0.9491
REC_3430,2026-05-17T11:03:24.374953,0,0,0,0,0.9855
REC_3431,2026-05-17T11:03:24.425564,0,0,0,0,0.9921
REC_3432,2026-05-17T11:03:24.477084,0,0,0,0,0.9785
REC_3433,2026-05-17T11:03:24.529531,0,0,0,0,0.9968
REC_3434,2026-05-17T11:03:24.578646,0,0,0,0,0.9875
REC_3435,2026-05-17T11:03:24.628939,1,0,0,0,0.4673
REC_3436,2026-05-17T11:03:24.679962,0,0,0,0,0.9834
REC_3437,2026-05-17T11:03:24.730990,1,0,0,0,0.6452
REC_3438,2026-05-17T11:03:24.781830,0,0,0,0,0.9965
REC_3439,2026-05-17T11:03:24.833201,0,0,0,0,0.9927
REC_3440,2026-05-17T11:03:24.883301,1,0,0,0,0.5858
REC_3441,2026-05-17T11:03:24.934349,0,0,0,0,0.9557
REC_3442,2026-05-17T11:03:24.985572,0,0,0,0,0.9513
REC_3443,2026-05-17T11:03:25.035569,0,0,0,0,0.9315
REC_3444,2026-05-17T11:03:25.086290,0,0,0,0,0.9968
REC_3445,2026-05-17T11:03:25.136461,0,0,0,0,0.9695
REC_3446,2026-05-17T11:03:25.187953,0,0,0,0,0.9185
REC_3447,2026-05-17T11:03:25.237840,0,0,0,0,0.9963
REC_3448,2026-05-17T11:03:25.289848,0,0,0,0,0.8392
REC_3449,2026-05-17T11:03:25.339884,0,0,0,0,0.9841
REC_3450,2026-05-17T11:03:25.390330,0,0,0,0,0.9642
REC_3451,2026-05-17T11:03:25.441285,0,0,0,0,0.8715
REC_3452,2026-05-17T11:03:25.490973,1,1,0,1,0.6370
REC_3453,2026-05-17T11:03:25.541804,0,0,0,0,0.9604
REC_3454,2026-05-17T11:03:25.592276,0,0,0,0,0.9315
REC_3455,2026-05-17T11:03:25.642344,0,0,0,0,0.7773
REC_3456,2026-05-17T11:03:25.693723,0,0,0,0,0.9831
REC_3457,2026-05-17T11:03:25.744504,1,1,0,1,0.5512
REC_3458,2026-05-17T11:03:25.794824,0,0,0,0,0.9451
REC_3459,2026-05-17T11:03:25.845560,1,1,1,1,0.8235
REC_3460,2026-05-17T11:03:25.896400,0,0,0,0,0.9773
REC_3461,2026-05-17T11:03:25.947081,0,0,0,0,0.8255
REC_3462,2026-05-17T11:03:25.997796,0,0,0,0,0.9769
REC_3463,2026-05-17T11:03:26.047989,0,0,0,0,0.9950
REC_3464,2026-05-17T11:03:26.098837,0,0,0,0,0.9767
REC_3465,2026-05-17T11:03:26.150204,0,0,0,0,0.9401
REC_3466,2026-05-17T11:03:26.200711,0,0,0,0,0.9742
REC_3467,2026-05-17T11:03:26.251840,0,0,0,0,0.9589
REC_3468,2026-05-17T11:03:26.301634,0,0,0,0,0.9769
REC_3469,2026-05-17T11:03:26.351938,0,0,0,0,0.8747
REC_3470,2026-05-17T11:03:26.403028,0,0,0,0,0.8877
REC_3471,2026-05-17T11:03:26.454180,0,0,0,0,0.9738
REC_3472,2026-05-17T11:03:26.505934,0,0,0,0,0.9888
REC_3473,2026-05-17T11:03:26.555940,0,0,0,0,0.9743
REC_3474,2026-05-17T11:03:26.606323,0,0,0,0,0.9750
REC_3475,2026-05-17T11:03:26.658248,0,0,0,0,0.9742
REC_3476,2026-05-17T11:03:26.709235,0,0,0,0,0.9890
REC_3477,2026-05-17T11:03:26.758668,0,0,0,0,0.9870
REC_3478,2026-05-17T11:03:26.810051,0,0,0,0,0.9963
REC_3479,2026-05-17T11:03:26.859693,0,0,0,0,0.9729
REC_3480,2026-05-17T11:03:26.912277,0,0,0,0,0.8670
REC_3481,2026-05-17T11:03:26.961736,0,0,0,0,0.9687
REC_3482,2026-05-17T11:03:27.012332,0,0,0,0,0.9813
REC_3483,2026-05-17T11:03:27.063393,0,0,0,0,0.9729
REC_3484,2026-05-17T11:03:27.114167,0,0,0,0,0.9433
REC_3485,2026-05-17T11:03:27.164159,0,0,0,0,0.8941
REC_3486,2026-05-17T11:03:27.214640,0,0,0,0,0.7698
REC_3487,2026-05-17T11:03:27.265883,0,0,0,0,0.8688
REC_3488,2026-05-17T11:03:27.316511,0,0,0,0,0.9214
REC_3489,2026-05-17T11:03:27.366788,0,0,0,0,0.9899
REC_3490,2026-05-17T11:03:27.418849,0,0,0,0,0.9759
REC_3491,2026-05-17T11:03:27.470399,0,0,0,0,0.9822
REC_3492,2026-05-17T11:03:27.521181,0,0,0,0,0.9946
REC_3493,2026-05-17T11:03:27.572223,0,0,0,0,0.9878
REC_3494,2026-05-17T11:03:27.622319,0,0,0,0,0.9932
REC_3495,2026-05-17T11:03:27.672640,0,0,0,0,0.9316
REC_3496,2026-05-17T11:03:27.723492,0,0,0,0,0.9961
REC_3497,2026-05-17T11:03:27.773776,0,0,0,0,0.9883
REC_3498,2026-05-17T11:03:27.824249,0,0,0,0,0.9896
REC_3499,2026-05-17T11:03:27.874918,0,0,0,0,0.8350
REC_3500,2026-05-17T11:03:27.925953,0,0,0,0,0.8350
REC_3501,2026-05-17T11:03:27.976196,0,0,0,0,0.9825
REC_3502,2026-05-17T11:03:28.027333,0,0,0,0,0.9368
REC_3503,2026-05-17T11:03:28.078691,0,0,0,0,0.9653
REC_3504,2026-05-17T11:03:28.128488,0,0,0,0,0.9322
REC_3505,2026-05-17T11:03:28.180576,0,0,0,0,0.9124
REC_3506,2026-05-17T11:03:28.231719,0,0,0,0,0.9717
REC_3507,2026-05-17T11:03:28.283193,0,0,0,0,0.9799
REC_3508,2026-05-17T11:03:28.333648,0,0,0,0,0.9672
REC_3509,2026-05-17T11:03:28.383306,0,0,0,0,0.9809
REC_3510,2026-05-17T11:03:28.435270,0,0,0,0,0.9252
REC_3511,2026-05-17T11:03:28.485294,0,0,0,0,0.9952
REC_3512,2026-05-17T11:03:28.536216,0,0,0,0,0.9763
REC_3513,2026-05-17T11:03:28.586853,0,0,0,0,0.8149
REC_3514,2026-05-17T11:03:28.636954,0,0,0,0,0.8764
REC_3515,2026-05-17T11:03:28.688044,0,0,0,0,0.9916
REC_3516,2026-05-17T11:03:28.738410,0,0,0,0,0.9916
REC_3517,2026-05-17T11:03:28.788967,0,0,0,0,0.9884
REC_3518,2026-05-17T11:03:28.840465,0,0,0,0,0.9518
REC_3519,2026-05-17T11:03:28.891457,0,0,0,0,0.8536
REC_3520,2026-05-17T11:03:28.942708,0,0,0,0,0.9962
REC_3521,2026-05-17T11:03:28.994268,0,0,0,0,0.9874
REC_3522,2026-05-17T11:03:29.043799,0,0,0,0,0.9817
REC_3523,2026-05-17T11:03:29.095100,0,0,0,0,0.9734
REC_3524,2026-05-17T11:03:29.146718,0,0,0,0,0.9906
REC_3525,2026-05-17T11:03:29.197706,0,0,0,0,0.8106
REC_3526,2026-05-17T11:03:29.247721,0,0,0,0,0.9791
REC_3527,2026-05-17T11:03:29.299419,0,0,0,0,0.9344
REC_3528,2026-05-17T11:03:29.349094,0,0,0,0,0.9905
REC_3529,2026-05-17T11:03:29.400160,0,0,0,0,0.8718
REC_3530,2026-05-17T11:03:29.450346,0,0,0,0,0.9662
REC_3531,2026-05-17T11:03:29.501617,0,0,0,0,0.9757
REC_3532,2026-05-17T11:03:29.552511,0,0,0,0,0.9728
REC_3533,2026-05-17T11:03:29.604081,0,0,0,0,0.9846
REC_3534,2026-05-17T11:03:29.653904,0,0,0,0,0.9683
REC_3535,2026-05-17T11:03:29.706721,0,0,0,0,0.9631
REC_3536,2026-05-17T11:03:29.756672,0,0,0,0,0.9870
REC_3537,2026-05-17T11:03:29.807022,0,0,0,0,0.8805
REC_3538,2026-05-17T11:03:29.857896,0,0,0,0,0.9799
REC_3539,2026-05-17T11:03:29.910117,0,0,0,0,0.9635
REC_3540,2026-05-17T11:03:29.960742,0,0,0,0,0.9096
REC_3541,2026-05-17T11:03:30.010664,0,0,0,0,0.9833
REC_3542,2026-05-17T11:03:30.060912,0,0,0,0,0.9504
REC_3543,2026-05-17T11:03:30.111066,0,0,0,0,0.9782
REC_3544,2026-05-17T11:03:30.161614,0,0,0,0,0.9780
REC_3545,2026-05-17T11:03:30.213590,0,0,0,0,0.9291
REC_3546,2026-05-17T11:03:30.265580,0,0,0,0,0.9491
