record_id,kafka_transit_ms,inference_ms,e2e_ms
REC_4758,2.274,7.988,10.262
REC_4759,2.514,7.615,10.129
REC_4760,2.014,8.077,10.091
REC_4761,1.026,9.003,10.029
REC_4762,2.005,9.497,11.502
REC_4763,1.438,10.007,11.445
REC_4764,2.016,7.521,9.537
REC_4765,2.055,6.999,9.054
REC_4766,1.168,9.022,10.190
REC_4767,3.006,7.033,10.039
REC_4768,2.815,9.073,11.888
REC_4769,2.176,7.592,9.768
REC_4770,1.591,9.997,11.588
REC_4771,1.565,7.512,9.077
REC_4772,2.099,7.999,10.098
REC_4773,1.005,8.096,9.101
REC_4774,2.008,8.006,10.014
REC_4775,2.899,7.511,10.410
REC_4776,1.005,8.524,9.529
REC_4777,0.000,5.399,5.399
REC_4778,2.009,7.314,9.323
REC_4779,1.752,6.243,7.995
REC_4780,1.509,7.346,8.855
REC_4781,1.151,10.239,11.390
REC_4782,1.752,9.023,10.775
REC_4783,0.000,9.639,9.639
REC_4784,0.000,10.797,10.797
REC_4785,2.499,8.956,11.455
REC_4786,0.453,6.571,7.024
REC_4787,1.646,3.582,5.228
REC_4788,2.678,6.813,9.491
REC_4789,1.754,5.323,7.077
REC_4790,0.000,7.362,7.362
REC_4791,2.856,6.767,9.623
REC_4792,2.528,5.399,7.927
REC_4793,0.000,5.554,5.554
REC_4794,3.536,6.057,9.593
REC_4795,2.824,4.769,7.593
REC_4796,1.220,8.573,9.793
REC_4797,4.118,5.818,9.936
REC_4798,2.214,5.221,7.435
REC_4799,0.000,4.899,4.899
REC_4800,1.955,8.121,10.076
REC_4801,1.005,8.665,9.670
REC_4802,0.000,12.538,12.538
REC_4803,2.872,7.068,9.940
REC_4804,2.053,7.920,9.973
REC_4805,0.000,5.497,5.497
REC_4806,1.006,8.085,9.091
REC_4807,1.072,7.137,8.209
REC_4808,0.524,5.687,6.211
REC_4809,1.008,5.273,6.281
REC_4810,2.219,6.906,9.125
REC_4811,0.000,6.513,6.513
REC_4812,0.000,8.324,8.324
REC_4813,2.220,6.983,9.203
REC_4814,1.122,6.530,7.652
REC_4815,0.000,4.492,4.492
REC_4816,2.824,6.521,9.345
REC_4817,0.941,6.323,7.264
REC_4818,0.000,5.004,5.004
REC_4819,1.778,7.729,9.507
REC_4820,2.301,5.093,7.394
REC_4821,0.585,10.191,10.776
REC_4822,2.378,6.836,9.214
REC_4823,0.573,6.661,7.234
REC_4824,0.000,10.637,10.637
REC_4825,1.231,8.729,9.960
REC_4826,0.000,7.342,7.342
REC_4827,0.000,10.562,10.562
REC_4828,1.197,8.068,9.265
REC_4829,1.593,5.740,7.333
REC_4830,0.589,10.977,11.566
REC_4831,2.287,6.775,9.062
REC_4832,0.474,6.514,6.988
REC_4833,1.327,8.274,9.601
REC_4834,1.840,7.985,9.825
REC_4835,2.354,5.515,7.869
REC_4836,2.139,8.076,10.215
REC_4837,2.322,7.000,9.322
REC_4838,2.022,7.712,9.734
REC_4839,1.425,8.185,9.610
REC_4840,3.120,8.493,11.613
REC_4841,2.016,8.343,10.359
REC_4842,1.021,8.707,9.728
REC_4843,1.400,8.085,9.485
REC_4844,2.006,6.526,8.532
REC_4845,2.154,8.210,10.364
REC_4846,2.027,8.501,10.528
REC_4847,2.014,8.998,11.012
REC_4848,2.517,7.590,10.107
REC_4849,2.018,8.307,10.325
REC_4850,2.008,7.657,9.665
REC_4851,1.125,8.172,9.297
REC_4852,1.511,8.012,9.523
REC_4853,2.020,6.994,9.014
REC_4854,2.237,8.005,10.242
REC_4855,1.509,7.998,9.507
REC_4856,1.510,7.004,8.514
REC_4857,2.010,7.997,10.007
REC_4858,1.313,8.999,10.312
REC_4859,2.017,7.990,10.007
REC_4860,2.070,8.007,10.077
REC_4861,1.008,8.007,9.015
REC_4862,1.007,8.779,9.786
REC_4863,2.523,8.010,10.533
REC_4864,2.074,9.998,12.072
REC_4865,1.005,7.999,9.004
REC_4866,1.392,8.000,9.392
REC_4867,2.102,6.903,9.005
REC_4868,2.510,7.999,10.509
REC_4869,1.994,7.006,9.000
REC_4870,2.087,8.002,10.089
REC_4871,1.007,8.007,9.014
REC_4872,1.528,7.927,9.455
REC_4873,1.003,8.003,9.006
REC_4874,1.422,7.998,9.420
REC_4875,2.010,7.326,9.336
REC_4876,2.016,8.995,11.011
REC_4877,1.018,7.991,9.009
REC_4878,1.518,8.992,10.510
REC_4879,3.014,10.001,13.015
REC_4880,2.532,10.001,12.533
REC_4881,2.008,8.000,10.008
REC_4882,1.509,8.010,9.519
REC_4883,1.396,7.999,9.395
REC_4884,2.058,7.954,10.012
REC_4885,1.510,7.303,8.813
REC_4886,1.005,8.005,9.010
REC_4887,1.531,8.984,10.515
REC_4888,2.005,6.999,9.004
REC_4889,1.017,8.987,10.004
REC_4890,2.759,9.005,11.764
REC_4891,1.232,8.902,10.134
REC_4892,2.015,7.768,9.783
REC_4893,2.609,8.006,10.615
REC_4894,2.016,6.998,9.014
REC_4895,2.010,9.068,11.078
REC_4896,1.426,9.478,10.904
REC_4897,3.093,8.918,12.011
REC_4898,2.010,8.006,10.016
REC_4899,2.010,9.007,11.017
REC_4900,1.104,9.002,10.106
REC_4901,2.009,8.532,10.541
REC_4902,3.520,7.704,11.224
REC_4903,1.020,9.004,10.024
REC_4904,1.519,8.993,10.512
REC_4905,1.006,8.153,9.159
REC_4906,6.345,8.007,14.352
REC_4907,2.497,7.633,10.130
REC_4908,2.009,7.999,10.008
REC_4909,2.073,9.498,11.571
REC_4910,1.033,9.317,10.350
REC_4911,2.011,7.999,10.010
REC_4912,3.249,8.533,11.782
REC_4913,2.244,7.011,9.255
REC_4914,2.011,8.541,10.552
REC_4915,1.009,7.999,9.008
REC_4916,2.656,8.019,10.675
REC_4917,2.238,6.997,9.235
REC_4918,1.004,9.013,10.017
REC_4919,2.541,9.514,12.055
REC_4920,2.110,9.077,11.187
REC_4921,2.154,9.511,11.665
REC_4922,2.020,8.208,10.228
REC_4923,3.090,8.031,11.121
REC_4924,3.140,6.996,10.136
REC_4925,2.008,7.518,9.526
REC_4926,2.013,8.996,11.009
REC_4927,3.060,9.566,12.626
REC_4928,2.019,7.993,10.012
REC_4929,2.021,7.709,9.730
REC_4930,2.016,7.987,10.003
REC_4931,2.691,9.182,11.873
REC_4932,2.007,7.000,9.007
REC_4933,1.517,8.334,9.851
REC_4934,2.014,8.083,10.097
REC_4935,2.008,6.998,9.006
REC_4936,1.514,8.518,10.032
REC_4937,1.513,9.513,11.026
REC_4938,2.628,8.090,10.718
REC_4939,1.017,7.572,8.589
REC_4940,2.008,7.997,10.005
REC_4941,3.190,9.883,13.073
REC_4942,2.012,9.088,11.100
REC_4943,2.535,9.051,11.586
REC_4944,2.016,8.996,11.012
REC_4945,2.533,7.391,9.924
REC_4946,2.027,8.997,11.024
REC_4947,1.149,7.947,9.096
REC_4948,2.542,7.001,9.543
REC_4949,2.016,7.996,10.012
REC_4950,1.490,8.997,10.487
REC_4951,1.336,9.010,10.346
REC_4952,2.096,8.086,10.182
REC_4953,2.343,7.368,9.711
REC_4954,2.009,7.999,10.008
REC_4955,3.014,9.345,12.359
REC_4956,1.004,9.004,10.008
REC_4957,1.003,8.301,9.304
REC_4958,3.036,8.092,11.128
REC_4959,1.013,9.387,10.400
REC_4960,1.027,8.983,10.010
REC_4961,2.005,8.004,10.009
REC_4962,3.093,7.998,11.091
REC_4963,2.153,7.009,9.162
REC_4964,1.511,8.536,10.047
REC_4965,3.245,7.006,10.251
REC_4966,2.095,8.486,10.581
REC_4967,1.022,7.986,9.008
REC_4968,6.006,10.460,16.466
REC_4969,2.507,8.004,10.511
REC_4970,3.015,8.000,11.015
REC_4971,1.510,10.052,11.562
REC_4972,2.007,7.998,10.005
REC_4973,2.516,8.057,10.573
REC_4974,1.458,9.025,10.483
REC_4975,2.011,8.997,11.008
REC_4976,2.714,7.024,9.738
REC_4977,2.020,7.425,9.445
REC_4978,1.033,9.406,10.439
REC_4979,1.511,8.999,10.510
REC_4980,1.236,9.010,10.246
REC_4981,2.008,8.010,10.018
REC_4982,2.199,8.014,10.213
REC_4983,2.024,8.018,10.042
REC_4984,1.007,8.126,9.133
REC_4985,1.517,7.993,9.510
REC_4986,1.606,8.090,9.696
REC_4987,1.011,9.001,10.012
REC_4988,1.010,8.015,9.025
REC_4989,1.517,8.002,9.519
REC_4990,1.004,8.082,9.086
REC_4991,1.005,8.998,10.003
REC_4992,2.014,7.998,10.012
REC_4993,2.275,9.000,11.275
REC_4994,2.309,8.003,10.312
REC_4995,2.101,7.913,10.014
REC_4996,2.004,6.998,9.002
REC_4997,1.059,8.027,9.086
REC_4998,1.510,7.006,8.516
REC_4999,2.005,8.999,11.004
REC_5000,1.004,7.505,8.509
REC_5001,2.035,8.505,10.540
REC_5002,2.011,8.758,10.769
REC_5003,3.012,7.999,11.011
REC_5004,1.003,8.506,9.509
REC_5005,2.567,7.999,10.566
REC_5006,1.577,8.229,9.806
REC_5007,1.762,8.003,9.765
REC_5008,2.521,9.524,12.045
REC_5009,1.521,8.151,9.672
REC_5010,2.513,8.011,10.524
REC_5011,2.075,8.953,11.028
REC_5012,1.925,7.999,9.924
REC_5013,2.008,9.135,11.143
REC_5014,2.436,8.254,10.690
REC_5015,8.095,9.053,17.148
REC_5016,2.003,8.001,10.004
REC_5017,2.688,10.468,13.156
REC_5018,0.910,8.434,9.344
REC_5019,1.509,7.999,9.508
REC_5020,2.017,8.764,10.781
REC_5021,2.192,7.000,9.192
REC_5022,2.292,9.917,12.209
REC_5023,1.596,9.025,10.621
REC_5024,1.004,8.992,9.996
REC_5025,2.516,8.092,10.608
REC_5026,2.014,7.007,9.021
REC_5027,2.645,6.959,9.604
REC_5028,1.477,7.998,9.475
REC_5029,2.006,7.998,10.004
REC_5030,2.347,7.996,10.343
REC_5031,1.004,8.010,9.014
REC_5032,2.009,8.998,11.007
REC_5033,3.097,7.964,11.061
REC_5034,2.009,8.826,10.835
REC_5035,2.008,8.005,10.013
REC_5036,2.341,7.802,10.143
REC_5037,2.011,8.001,10.012
REC_5038,3.019,9.232,12.251
REC_5039,1.008,7.998,9.006
REC_5040,3.647,7.543,11.190
REC_5041,1.273,8.057,9.330
REC_5042,2.013,7.466,9.479
REC_5043,2.580,7.086,9.666
REC_5044,2.526,8.006,10.532
REC_5045,1.006,8.820,9.826
REC_5046,1.013,7.997,9.010
REC_5047,2.337,8.077,10.414
REC_5048,2.233,6.984,9.217
REC_5049,1.522,9.150,10.672
REC_5050,2.609,8.703,11.312
REC_5051,2.015,7.996,10.011
REC_5052,2.522,8.998,11.520
REC_5053,2.517,9.058,11.575
REC_5054,2.502,8.084,10.586
REC_5055,1.497,8.699,10.196
REC_5056,2.017,7.339,9.356
REC_5057,1.510,8.041,9.551
REC_5058,1.528,7.992,9.520
REC_5059,2.515,8.860,11.375
REC_5060,2.010,6.998,9.008
REC_5061,2.434,7.009,9.443
REC_5062,1.529,8.007,9.536
REC_5063,3.031,9.005,12.036
REC_5064,1.226,7.999,9.225
REC_5065,2.006,7.001,9.007
REC_5066,3.058,6.956,10.014
REC_5067,2.009,8.161,10.170
REC_5068,2.069,7.943,10.012
REC_5069,2.296,7.004,9.300
REC_5070,3.032,8.758,11.790
REC_5071,1.533,9.276,10.809
REC_5072,3.444,8.994,12.438
REC_5073,2.018,8.993,11.011
REC_5074,1.006,9.179,10.185
REC_5075,1.017,7.996,9.013
REC_5076,2.661,7.994,10.655
REC_5077,2.027,7.986,10.013
REC_5078,1.510,8.430,9.940
REC_5079,1.496,7.786,9.282
REC_5080,3.522,9.079,12.601
REC_5081,1.508,8.079,9.587
REC_5082,1.005,8.001,9.006
REC_5083,2.009,7.998,10.007
REC_5084,2.517,9.081,11.598
REC_5085,2.006,8.069,10.075
REC_5086,3.189,8.005,11.194
REC_5087,1.503,8.003,9.506
REC_5088,2.606,8.503,11.109
REC_5089,2.020,8.637,10.657
REC_5090,2.526,8.985,11.511
REC_5091,1.486,8.999,10.485
REC_5092,2.015,6.998,9.013
REC_5093,2.025,8.422,10.447
REC_5094,2.188,9.019,11.207
REC_5095,1.003,7.006,8.009
REC_5096,2.311,9.002,11.313
REC_5097,2.016,8.066,10.082
REC_5098,2.075,9.195,11.270
REC_5099,2.005,8.998,11.003
REC_5100,1.044,7.363,8.407
REC_5101,1.527,7.080,8.607
REC_5102,1.378,8.054,9.432
REC_5103,1.358,9.016,10.374
REC_5104,1.389,7.085,8.474
REC_5105,2.016,8.081,10.097
REC_5106,2.037,7.998,10.035
REC_5107,1.006,7.998,9.004
REC_5108,2.091,8.692,10.783
REC_5109,3.009,8.505,11.514
REC_5110,2.009,9.179,11.188
REC_5111,1.560,9.632,11.192
REC_5112,2.301,8.013,10.314
REC_5113,1.409,8.608,10.017
REC_5114,3.017,9.526,12.543
REC_5115,2.523,8.530,11.053
REC_5116,1.511,8.006,9.517
REC_5117,1.004,9.050,10.054
REC_5118,1.003,9.196,10.199
REC_5119,2.143,8.041,10.184
REC_5120,1.010,8.006,9.016
REC_5121,1.519,9.916,11.435
REC_5122,2.007,8.000,10.007
REC_5123,1.515,8.006,9.521
REC_5124,2.012,8.505,10.517
REC_5125,1.506,8.001,9.507
REC_5126,1.581,9.040,10.621
REC_5127,1.801,9.466,11.267
REC_5128,2.507,7.995,10.502
REC_5129,2.536,8.686,11.222
REC_5130,1.214,9.090,10.304
REC_5131,2.009,7.999,10.008
REC_5132,2.061,8.038,10.099
REC_5133,2.088,9.920,12.008
REC_5134,1.280,8.005,9.285
REC_5135,2.016,7.009,9.025
REC_5136,1.051,8.009,9.060
REC_5137,1.527,8.613,10.140
REC_5138,3.009,7.009,10.018
REC_5139,2.018,7.996,10.014
REC_5140,1.018,9.014,10.032
REC_5141,2.208,9.038,11.246
REC_5142,2.020,8.991,11.011
REC_5143,2.532,7.000,9.532
REC_5144,2.008,8.000,10.008
REC_5145,2.017,8.000,10.017
REC_5146,2.095,7.999,10.094
REC_5147,2.707,7.992,10.699
REC_5148,1.404,8.007,9.411
REC_5149,1.018,8.654,9.672
REC_5150,1.412,9.442,10.854
REC_5151,1.343,9.481,10.824
REC_5152,0.981,9.151,10.132
REC_5153,2.016,13.322,15.338
REC_5154,3.030,7.079,10.109
REC_5155,2.119,9.266,11.385
REC_5156,2.056,8.954,11.010
REC_5157,2.633,8.257,10.890
REC_5158,3.009,8.996,12.005
REC_5159,1.117,8.085,9.202
REC_5160,1.509,8.009,9.518
REC_5161,2.010,9.315,11.325
REC_5162,0.944,9.092,10.036
REC_5163,2.026,7.983,10.009
REC_5164,2.004,8.001,10.005
REC_5165,2.092,8.557,10.649
REC_5166,1.448,9.015,10.463
REC_5167,2.008,8.001,10.009
REC_5168,2.100,10.100,12.200
REC_5169,1.354,8.200,9.554
REC_5170,2.087,7.926,10.013
REC_5171,2.008,7.006,9.014
REC_5172,1.191,11.044,12.235
REC_5173,2.015,7.999,10.014
REC_5174,1.572,8.050,9.622
REC_5175,2.096,8.091,10.187
REC_5176,2.016,7.999,10.015
REC_5177,2.665,7.016,9.681
REC_5178,2.066,10.090,12.156
REC_5179,2.043,7.999,10.042
REC_5180,1.511,9.166,10.677
REC_5181,1.421,7.998,9.419
REC_5182,2.081,7.957,10.038
REC_5183,1.461,8.445,9.906
REC_5184,1.378,7.027,8.405
REC_5185,2.010,8.102,10.112
REC_5186,2.575,8.388,10.963
REC_5187,1.136,8.045,9.181
REC_5188,2.014,6.998,9.012
REC_5189,1.513,7.999,9.512
REC_5190,2.005,8.085,10.090
REC_5191,1.012,8.992,10.004
REC_5192,3.009,7.000,10.009
REC_5193,1.588,8.365,9.953
REC_5194,2.008,7.078,9.086
REC_5195,1.942,8.144,10.086
REC_5196,2.008,7.999,10.007
REC_5197,2.260,8.075,10.335
REC_5198,2.048,8.507,10.555
REC_5199,2.011,7.500,9.511
REC_5200,2.057,10.505,12.562
REC_5201,3.590,8.965,12.555
REC_5202,2.255,12.602,14.857
REC_5203,2.005,7.621,9.626
REC_5204,2.013,8.050,10.063
REC_5205,1.006,8.999,10.005
REC_5206,2.006,7.501,9.507
REC_5207,1.470,8.093,9.563
REC_5208,2.826,8.493,11.319
REC_5209,2.703,8.085,10.788
REC_5210,1.004,8.519,9.523
REC_5211,2.010,9.006,11.016
REC_5212,2.016,8.503,10.519
REC_5213,2.272,6.999,9.271
REC_5214,1.091,9.590,10.681
REC_5215,2.050,7.998,10.048
REC_5216,2.404,7.995,10.399
REC_5217,1.209,9.083,10.292
REC_5218,2.570,7.047,9.617
REC_5219,2.346,6.947,9.293
REC_5220,1.082,7.921,9.003
REC_5221,3.010,9.178,12.188
REC_5222,1.005,8.788,9.793
REC_5223,2.037,9.007,11.044
REC_5224,1.122,8.444,9.566
REC_5225,1.576,8.998,10.574
REC_5226,1.004,8.999,10.003
REC_5227,1.007,7.999,9.006
REC_5228,2.489,7.002,9.491
REC_5229,2.044,8.359,10.403
REC_5230,1.010,8.007,9.017
REC_5231,2.218,8.996,11.214
REC_5232,2.008,7.826,9.834
REC_5233,2.327,8.091,10.418
REC_5234,2.017,7.995,10.012
REC_5235,2.017,8.995,11.012
REC_5236,1.009,8.999,10.008
REC_5237,1.510,7.999,9.509
REC_5238,2.167,9.995,12.162
REC_5239,2.114,8.003,10.117
REC_5240,1.480,8.012,9.492
REC_5241,3.703,7.606,11.309
REC_5242,3.506,7.996,11.502
REC_5243,1.721,8.998,10.719
REC_5244,2.075,9.020,11.095
REC_5245,2.007,9.005,11.012
REC_5246,1.013,8.998,10.011
REC_5247,2.024,8.101,10.125
REC_5248,1.650,6.886,8.536
REC_5249,1.514,7.996,9.510
REC_5250,2.016,7.991,10.007
REC_5251,2.009,8.639,10.648
REC_5252,1.650,8.086,9.736
REC_5253,2.013,7.000,9.013
REC_5254,1.039,8.003,9.042
REC_5255,1.508,9.891,11.399
REC_5256,1.596,8.997,10.593
REC_5257,2.035,8.478,10.513
REC_5258,3.017,8.499,11.516
REC_5259,4.015,8.004,12.019
REC_5260,2.004,7.999,10.003
REC_5261,1.418,9.211,10.629
REC_5262,2.006,9.969,11.975
REC_5263,1.518,7.614,9.132
REC_5264,2.066,7.464,9.530
REC_5265,2.020,7.389,9.409
REC_5266,2.009,7.007,9.016
REC_5267,2.517,9.509,12.026
REC_5268,1.550,9.017,10.567
REC_5269,3.089,8.253,11.342
REC_5270,2.787,9.467,12.254
REC_5271,2.008,7.007,9.015
REC_5272,3.072,9.006,12.078
REC_5273,2.406,7.999,10.405
REC_5274,2.437,7.984,10.421
REC_5275,2.363,8.998,11.361
REC_5276,2.009,8.912,10.921
REC_5277,2.017,7.993,10.010
REC_5278,2.012,7.996,10.008
REC_5279,3.178,9.855,13.033
REC_5280,2.058,8.031,10.089
REC_5281,2.016,8.676,10.692
REC_5282,1.459,9.293,10.752
REC_5283,1.670,8.576,10.246
REC_5284,3.137,6.996,10.133
REC_5285,2.006,7.651,9.657
REC_5286,1.005,8.508,9.513
REC_5287,1.004,8.508,9.512
REC_5288,2.639,8.025,10.664
REC_5289,2.185,7.486,9.671
REC_5290,2.011,9.229,11.240
REC_5291,3.104,10.250,13.354
REC_5292,2.007,8.998,11.005
REC_5293,1.421,7.772,9.193
REC_5294,2.011,8.996,11.007
REC_5295,2.585,6.996,9.581
REC_5296,2.058,8.163,10.221
REC_5297,1.007,8.380,9.387
REC_5298,2.009,7.998,10.007
REC_5299,2.122,7.945,10.067
REC_5300,2.063,6.996,9.059
REC_5301,2.011,8.089,10.100
REC_5302,2.006,8.005,10.011
REC_5303,2.014,7.280,9.294
REC_5304,3.020,7.998,11.018
REC_5305,2.015,9.077,11.092
REC_5306,1.441,8.086,9.527
REC_5307,1.237,8.510,9.747
REC_5308,2.012,7.100,9.112
REC_5309,1.425,8.463,9.888
REC_5310,3.284,10.512,13.796
REC_5311,2.605,7.052,9.657
REC_5312,1.299,8.000,9.299
REC_5313,1.550,8.664,10.214
REC_5314,2.050,7.089,9.139
REC_5315,2.097,9.999,12.096
REC_5316,1.005,8.105,9.110
REC_5317,1.443,8.098,9.541
REC_5318,2.007,7.998,10.005
REC_5319,1.003,12.011,13.014
REC_5320,2.220,7.247,9.467
REC_5321,2.008,8.493,10.501
REC_5322,1.508,8.093,9.601
REC_5323,3.003,7.253,10.256
REC_5324,2.228,9.003,11.231
REC_5325,2.238,9.197,11.435
REC_5326,1.383,8.059,9.442
REC_5327,2.007,8.998,11.005
REC_5328,3.115,8.519,11.634
REC_5329,1.508,8.522,10.030
REC_5330,2.515,8.998,11.513
REC_5331,2.010,9.998,12.008
REC_5332,2.477,8.007,10.484
REC_5333,1.262,7.999,9.261
REC_5334,1.490,8.006,9.496
REC_5335,2.786,8.014,10.800
REC_5336,2.024,7.031,9.055
REC_5337,1.488,8.051,9.539
REC_5338,1.113,8.037,9.150
REC_5339,1.896,7.997,9.893
REC_5340,1.010,9.013,10.023
REC_5341,1.101,7.514,8.615
REC_5342,2.011,8.183,10.194
REC_5343,2.009,7.007,9.016
REC_5344,2.627,7.946,10.573
REC_5345,1.008,9.832,10.840
REC_5346,1.537,7.026,8.563
REC_5347,3.010,8.082,11.092
REC_5348,1.279,7.002,8.281
REC_5349,3.011,9.002,12.013
REC_5350,2.011,8.523,10.534
REC_5351,2.013,7.471,9.484
REC_5352,2.078,9.091,11.169
REC_5353,1.005,8.353,9.358
REC_5354,1.507,8.004,9.511
REC_5355,1.004,9.009,10.013
REC_5356,1.510,8.010,9.520
REC_5357,1.132,9.144,10.276
REC_5358,1.430,8.009,9.439
REC_5359,1.417,7.998,9.415
REC_5360,1.010,8.009,9.019
REC_5361,2.016,7.999,10.015
REC_5362,2.094,8.776,10.870
REC_5363,2.189,7.283,9.472
REC_5364,1.417,8.349,9.766
REC_5365,1.511,8.073,9.584
REC_5366,1.290,7.999,9.289
REC_5367,1.004,7.998,9.002
REC_5368,1.726,8.732,10.458
REC_5369,2.603,10.187,12.790
REC_5370,2.486,8.595,11.081
REC_5371,2.096,7.003,9.099
REC_5372,2.010,8.516,10.526
REC_5373,3.012,8.086,11.098
REC_5374,1.883,7.510,9.393
REC_5375,2.009,6.998,9.007
REC_5376,2.067,8.678,10.745
REC_5377,2.512,8.007,10.519
REC_5378,1.014,7.505,8.519
REC_5379,1.493,7.008,8.501
REC_5380,1.374,9.843,11.217
REC_5381,1.508,10.109,11.617
REC_5382,1.602,8.011,9.613
REC_5383,1.032,9.040,10.072
REC_5384,2.017,8.995,11.012
REC_5385,2.519,9.094,11.613
REC_5386,2.016,7.507,9.523
REC_5387,3.009,8.865,11.874
REC_5388,2.294,8.539,10.833
REC_5389,2.191,8.006,10.197
REC_5390,2.536,10.164,12.700
REC_5391,4.017,7.078,11.095
REC_5392,1.004,8.000,9.004
REC_5393,2.603,7.090,9.693
REC_5394,2.101,7.997,10.098
REC_5395,2.028,7.002,9.030
REC_5396,2.087,8.513,10.600
REC_5397,1.509,8.081,9.590
REC_5398,2.108,8.998,11.106
REC_5399,1.025,7.982,9.007
REC_5400,1.004,7.999,9.003
REC_5401,2.005,7.999,10.004
REC_5402,2.293,7.997,10.290
REC_5403,2.008,7.998,10.006
REC_5404,2.007,9.083,11.090
REC_5405,2.275,8.219,10.494
REC_5406,1.256,9.000,10.256
REC_5407,2.004,7.000,9.004
REC_5408,1.520,7.999,9.519
REC_5409,1.617,7.889,9.506
REC_5410,2.019,7.746,9.765
REC_5411,1.162,8.015,9.177
REC_5412,1.476,7.083,8.559
REC_5413,1.506,8.001,9.507
REC_5414,2.009,9.166,11.175
REC_5415,3.019,8.511,11.530
REC_5416,2.036,6.998,9.034
REC_5417,2.009,7.417,9.426
REC_5418,2.660,10.929,13.589
REC_5419,2.005,7.006,9.011
REC_5420,2.013,9.058,11.071
REC_5421,2.413,8.422,10.835
REC_5422,2.666,7.976,10.642
REC_5423,2.017,8.100,10.117
REC_5424,2.353,7.824,10.177
REC_5425,1.790,8.334,10.124
REC_5426,2.018,8.081,10.099
REC_5427,2.014,7.165,9.179
REC_5428,2.034,8.998,11.032
REC_5429,1.729,8.000,9.729
REC_5430,3.369,8.986,12.355
REC_5431,1.533,10.080,11.613
REC_5432,2.016,7.999,10.015
REC_5433,1.005,8.520,9.525
REC_5434,1.182,9.266,10.448
REC_5435,3.098,8.009,11.107
REC_5436,2.085,8.000,10.085
REC_5437,2.017,8.276,10.293
REC_5438,2.009,8.093,10.102
REC_5439,1.004,7.999,9.003
REC_5440,2.015,11.080,13.095
REC_5441,2.346,8.004,10.350
REC_5442,2.007,8.997,11.004
REC_5443,1.006,8.004,9.010
REC_5444,2.010,8.998,11.008
REC_5445,1.827,8.524,10.351
REC_5446,1.279,7.999,9.278
REC_5447,1.512,9.241,10.753
REC_5448,1.316,11.608,12.924
REC_5449,1.012,7.524,8.536
REC_5450,1.006,8.999,10.005
REC_5451,0.732,9.515,10.247
REC_5452,1.319,8.051,9.370
REC_5453,1.008,8.508,9.516
REC_5454,2.004,8.000,10.004
REC_5455,2.005,7.509,9.514
REC_5456,2.151,6.998,9.149
REC_5457,2.970,8.074,11.044
REC_5458,2.010,10.076,12.086
REC_5459,2.007,8.022,10.029
REC_5460,2.521,7.988,10.509
REC_5461,2.015,8.078,10.093
REC_5462,2.588,12.987,15.575
REC_5463,3.097,8.919,12.016
REC_5464,2.009,8.010,10.019
REC_5465,2.056,10.082,12.138
REC_5466,2.014,9.170,11.184
REC_5467,2.013,8.994,11.007
REC_5468,1.006,7.998,9.004
REC_5469,2.017,9.468,11.485
REC_5470,2.466,8.081,10.547
REC_5471,2.567,10.139,12.706
REC_5472,2.521,13.987,16.508
REC_5473,2.026,8.982,11.008
REC_5474,3.391,8.002,11.393
REC_5475,1.506,8.000,9.506
REC_5476,3.017,7.996,11.013
REC_5477,2.013,8.288,10.301
REC_5478,1.005,9.060,10.065
REC_5479,1.517,8.006,9.523
REC_5480,2.007,8.305,10.312
REC_5481,1.512,8.297,9.809
REC_5482,2.006,13.083,15.089
REC_5483,2.055,7.956,10.011
REC_5484,2.007,8.506,10.513
REC_5485,1.511,8.860,10.371
REC_5486,1.012,8.998,10.010
REC_5487,1.511,7.503,9.014
REC_5488,1.524,8.250,9.774
REC_5489,2.389,7.772,10.161
REC_5490,1.386,7.999,9.385
REC_5491,1.007,7.484,8.491
REC_5492,1.512,9.001,10.513
REC_5493,1.005,9.000,10.005
REC_5494,1.523,8.071,9.594
REC_5495,1.519,8.032,9.551
REC_5496,2.116,7.495,9.611
REC_5497,1.014,8.256,9.270
REC_5498,1.526,7.999,9.525
REC_5499,1.005,9.144,10.149
REC_5500,2.005,7.007,9.012
REC_5501,1.067,8.778,9.845
REC_5502,2.217,8.086,10.303
REC_5503,2.014,8.148,10.162
REC_5504,3.018,8.997,12.015
REC_5505,1.007,7.999,9.006
REC_5506,2.476,8.009,10.485
REC_5507,2.956,11.926,14.882
REC_5508,1.542,8.095,9.637
REC_5509,2.161,7.942,10.103
REC_5510,3.017,8.208,11.225
REC_5511,1.386,7.003,8.389
REC_5512,2.572,7.999,10.571
REC_5513,2.014,8.449,10.463
REC_5514,2.462,8.000,10.462
REC_5515,3.007,8.016,11.023
REC_5516,1.511,7.998,9.509
REC_5517,1.005,8.411,9.416
REC_5518,2.345,7.009,9.354
REC_5519,2.270,8.004,10.274
REC_5520,1.334,9.272,10.606
REC_5521,1.005,9.484,10.489
REC_5522,2.017,8.509,10.526
REC_5523,1.006,10.633,11.639
REC_5524,0.993,8.754,9.747
REC_5525,2.518,8.351,10.869
REC_5526,2.013,6.679,8.692
REC_5527,1.504,8.002,9.506
REC_5528,2.012,7.367,9.379
REC_5529,1.014,10.042,11.056
REC_5530,1.319,9.518,10.837
REC_5531,2.693,7.998,10.691
REC_5532,2.703,7.995,10.698
REC_5533,1.606,8.003,9.609
