record_id,kafka_transit_ms,inference_ms,e2e_ms
REC_18910,0.000,5.974,5.974
REC_18911,1.914,7.868,9.782
REC_18912,1.057,6.587,7.644
REC_18913,0.000,9.554,9.554
REC_18914,1.805,7.695,9.500
REC_18915,0.986,6.721,7.707
REC_18916,0.000,9.597,9.597
REC_18917,0.000,2.629,2.629
REC_18918,0.000,3.613,3.613
REC_18919,0.000,3.801,3.801
REC_18920,0.000,9.397,9.397
REC_18921,1.114,5.900,7.014
REC_18922,0.000,9.522,9.522
REC_18923,1.866,8.551,10.417
REC_18924,1.005,8.640,9.645
REC_18925,1.006,9.705,10.711
REC_18926,2.345,7.067,9.412
REC_18927,1.082,8.018,9.100
REC_18928,1.014,5.975,6.989
REC_18929,1.747,8.059,9.806
REC_18930,1.068,7.719,8.787
REC_18931,1.523,6.394,7.917
REC_18932,0.000,0.000,0.000
REC_18933,0.000,0.000,0.000
REC_18934,0.000,0.000,0.000
REC_18935,0.000,7.117,7.117
REC_18936,0.000,3.595,3.595
REC_18937,0.000,3.744,3.744
REC_18938,0.000,8.949,8.949
REC_18939,0.000,9.815,9.815
REC_18940,0.000,7.044,7.044
REC_18941,0.000,4.128,4.128
REC_18942,0.000,9.003,9.003
REC_18943,0.000,3.216,3.216
REC_18944,0.000,8.997,8.997
REC_18945,0.000,6.062,6.062
REC_18946,0.000,9.775,9.775
REC_18947,0.769,0.000,0.769
REC_18948,0.000,4.521,4.521
REC_18949,4.011,5.020,9.031
REC_18950,0.000,4.033,4.033
REC_18951,1.075,0.000,1.075
REC_18952,0.000,0.000,0.000
REC_18953,0.000,0.000,0.000
REC_18954,0.000,9.824,9.824
REC_18955,0.000,9.195,9.195
REC_18956,1.010,2.991,4.001
REC_18957,0.000,0.000,0.000
REC_18958,0.000,9.059,9.059
REC_18959,0.000,7.699,7.699
REC_18960,0.000,10.114,10.114
REC_18961,2.752,6.016,8.768
REC_18962,0.000,9.239,9.239
REC_18963,0.000,9.129,9.129
REC_18964,0.000,8.835,8.835
REC_18965,0.000,6.330,6.330
REC_18966,0.000,7.587,7.587
REC_18967,0.000,9.064,9.064
REC_18968,1.833,7.956,9.789
REC_18969,0.000,9.318,9.318
REC_18970,0.000,6.224,6.224
REC_18971,0.000,2.533,2.533
REC_18972,0.000,6.033,6.033
REC_18973,0.000,3.250,3.250
REC_18974,0.000,13.470,13.470
REC_18975,0.000,6.138,6.138
REC_18976,0.000,7.453,7.453
REC_18977,2.578,7.767,10.345
REC_18978,0.000,8.324,8.324
REC_18979,0.000,0.000,0.000
REC_18980,2.225,8.400,10.625
REC_18981,0.000,6.329,6.329
REC_18982,2.555,8.150,10.705
REC_18983,0.000,0.000,0.000
REC_18984,1.114,2.103,3.217
REC_18985,0.000,10.031,10.031
REC_18986,0.000,5.762,5.762
REC_18987,0.000,3.048,3.048
REC_18988,0.000,8.195,8.195
REC_18989,0.000,9.176,9.176
REC_18990,0.000,8.946,8.946
REC_18991,0.000,5.928,5.928
REC_18992,2.011,5.798,7.809
REC_18993,0.000,0.000,0.000
REC_18994,0.000,0.000,0.000
REC_18995,0.000,8.742,8.742
REC_18996,0.000,10.101,10.101
REC_18997,0.000,10.465,10.465
REC_18998,0.000,0.000,0.000
REC_18999,0.000,0.000,0.000
REC_19000,0.000,9.542,9.542
REC_19001,1.239,7.647,8.886
REC_19002,0.000,9.690,9.690
REC_19003,0.000,11.768,11.768
REC_19004,2.006,0.000,2.006
REC_19005,0.000,11.116,11.116
REC_19006,0.000,0.000,0.000
REC_19007,0.000,9.731,9.731
REC_19008,0.000,8.728,8.728
REC_19009,0.000,9.525,9.525
REC_19010,1.233,6.760,7.993
REC_19011,0.000,5.412,5.412
REC_19012,0.000,9.782,9.782
REC_19013,2.262,7.173,9.435
REC_19014,1.215,9.937,11.152
REC_19015,1.016,8.216,9.232
REC_19016,1.347,9.289,10.636
REC_19017,0.000,8.557,8.557
REC_19018,0.000,19.449,19.449
REC_19019,1.740,10.437,12.177
REC_19020,2.014,12.605,14.619
REC_19021,1.031,9.970,11.001
REC_19022,1.364,10.021,11.385
REC_19023,2.010,11.617,13.627
REC_19024,0.478,16.013,16.491
REC_19025,3.347,12.726,16.073
REC_19026,3.007,8.699,11.706
REC_19027,0.000,11.284,11.284
REC_19028,0.000,9.744,9.744
REC_19029,0.000,11.184,11.184
REC_19030,0.000,8.297,8.297
REC_19031,0.000,5.513,5.513
REC_19032,2.012,0.000,2.012
REC_19033,1.352,7.875,9.227
REC_19034,1.722,7.341,9.063
REC_19035,3.386,9.861,13.247
REC_19036,1.500,7.265,8.765
REC_19037,0.000,12.527,12.527
REC_19038,2.110,8.951,11.061
REC_19039,2.006,7.590,9.596
REC_19040,1.055,7.945,9.000
REC_19041,0.000,6.722,6.722
REC_19042,0.815,9.387,10.202
REC_19043,0.000,12.007,12.007
REC_19044,2.630,8.969,11.599
REC_19045,3.004,9.212,12.216
REC_19046,1.491,8.028,9.519
REC_19047,0.000,7.791,7.791
REC_19048,0.000,0.000,0.000
REC_19049,1.803,7.164,8.967
REC_19050,0.000,10.918,10.918
REC_19051,1.562,5.357,6.919
REC_19052,0.000,10.021,10.021
REC_19053,1.294,8.336,9.630
REC_19054,0.000,12.715,12.715
REC_19055,1.014,8.307,9.321
REC_19056,0.849,8.901,9.750
REC_19057,1.565,5.191,6.756
REC_19058,1.087,0.000,1.087
REC_19059,0.000,13.040,13.040
REC_19060,0.000,10.019,10.019
REC_19061,0.619,9.479,10.098
REC_19062,1.446,11.794,13.240
REC_19063,2.006,9.870,11.876
REC_19064,2.085,8.048,10.133
REC_19065,0.813,11.959,12.772
REC_19066,1.025,8.179,9.204
REC_19067,0.846,9.394,10.240
REC_19068,0.000,0.000,0.000
REC_19069,1.696,7.876,9.572
REC_19070,1.634,5.996,7.630
REC_19071,0.000,5.979,5.979
REC_19072,1.370,7.116,8.486
REC_19073,2.384,6.827,9.211
REC_19074,81.920,8.222,90.142
REC_19075,42.282,7.009,49.291
REC_19076,1.409,10.656,12.065
REC_19077,1.014,7.391,8.405
REC_19078,2.384,7.513,9.897
REC_19079,0.000,9.444,9.444
REC_19080,0.000,10.648,10.648
REC_19081,1.016,9.173,10.189
REC_19082,0.000,5.710,5.710
REC_19083,2.157,4.669,6.826
REC_19084,1.016,4.085,5.101
REC_19085,2.626,0.000,2.626
REC_19086,0.000,5.980,5.980
REC_19087,0.000,6.979,6.979
REC_19088,0.000,9.245,9.245
REC_19089,1.656,6.432,8.088
REC_19090,0.000,7.168,7.168
REC_19091,0.000,9.517,9.517
REC_19092,0.000,6.105,6.105
REC_19093,0.000,6.150,6.150
REC_19094,1.792,8.002,9.794
REC_19095,1.009,5.346,6.355
REC_19096,0.000,10.925,10.925
REC_19097,1.886,9.091,10.977
REC_19098,1.206,9.290,10.496
REC_19099,2.513,10.335,12.848
REC_19100,0.517,11.366,11.883
REC_19101,0.000,4.027,4.027
REC_19102,1.758,7.592,9.350
REC_19103,0.000,5.431,5.431
REC_19104,2.079,7.890,9.969
REC_19105,0.000,12.428,12.428
REC_19106,0.000,11.424,11.424
REC_19107,0.000,9.357,9.357
REC_19108,2.059,7.245,9.304
REC_19109,0.000,9.027,9.027
REC_19110,0.000,4.504,4.504
REC_19111,1.022,8.410,9.432
REC_19112,1.752,7.633,9.385
REC_19113,0.000,10.084,10.084
REC_19114,0.000,8.754,8.754
REC_19115,1.142,6.296,7.438
REC_19116,0.000,8.619,8.619
REC_19117,1.921,1.815,3.736
REC_19118,1.461,2.901,4.362
REC_19119,0.000,11.909,11.909
REC_19120,2.475,8.741,11.216
REC_19121,1.508,10.340,11.848
REC_19122,0.000,10.424,10.424
REC_19123,1.473,14.307,15.780
REC_19124,2.055,9.700,11.755
REC_19125,0.386,11.313,11.699
REC_19126,1.016,7.955,8.971
REC_19127,0.000,7.468,7.468
REC_19128,0.000,5.551,5.551
REC_19129,1.524,8.902,10.426
REC_19130,3.457,3.538,6.995
REC_19131,0.000,3.236,3.236
REC_19132,2.323,0.000,2.323
REC_19133,0.000,8.549,8.549
REC_19134,1.506,7.551,9.057
REC_19135,0.000,5.005,5.005
REC_19136,0.666,2.599,3.265
REC_19137,0.000,7.301,7.301
REC_19138,0.000,5.027,5.027
REC_19139,0.000,10.077,10.077
REC_19140,1.186,8.021,9.207
REC_19141,1.879,8.453,10.332
REC_19142,1.927,11.144,13.071
REC_19143,3.455,11.386,14.841
REC_19144,1.388,10.928,12.316
REC_19145,1.910,9.304,11.214
REC_19146,0.000,6.788,6.788
REC_19147,0.000,9.476,9.476
REC_19148,1.367,7.849,9.216
REC_19149,1.174,8.968,10.142
REC_19150,1.303,8.213,9.516
REC_19151,2.387,8.947,11.334
REC_19152,2.010,12.463,14.473
REC_19153,2.007,9.392,11.399
REC_19154,2.354,8.996,11.350
REC_19155,2.359,8.971,11.330
REC_19156,3.012,8.058,11.070
REC_19157,0.000,9.880,9.880
REC_19158,0.000,13.104,13.104
REC_19159,0.000,8.010,8.010
REC_19160,0.000,5.319,5.319
REC_19161,1.116,8.941,10.057
REC_19162,2.010,9.734,11.744
REC_19163,2.312,9.453,11.765
REC_19164,2.878,11.201,14.079
REC_19165,2.006,9.340,11.346
REC_19166,2.258,9.334,11.592
REC_19167,0.000,5.850,5.850
REC_19168,2.690,7.390,10.080
REC_19169,0.000,9.714,9.714
REC_19170,0.000,0.000,0.000
REC_19171,0.000,7.607,7.607
REC_19172,0.000,8.345,8.345
REC_19173,0.000,5.154,5.154
REC_19174,2.373,7.376,9.749
REC_19175,0.000,3.348,3.348
REC_19176,0.000,0.000,0.000
REC_19177,0.000,10.404,10.404
REC_19178,0.000,7.286,7.286
REC_19179,0.000,5.250,5.250
REC_19180,1.011,0.000,1.011
REC_19181,2.178,0.000,2.178
REC_19182,2.098,7.715,9.813
REC_19183,0.000,7.388,7.388
REC_19184,0.533,9.276,9.809
REC_19185,1.998,15.063,17.061
REC_19186,2.096,17.401,19.497
REC_19187,2.357,10.509,12.866
REC_19188,0.000,11.607,11.607
REC_19189,2.367,9.186,11.553
REC_19190,1.843,6.650,8.493
REC_19191,1.305,1.334,2.639
REC_19192,0.000,9.710,9.710
REC_19193,0.000,5.042,5.042
REC_19194,1.396,8.677,10.073
REC_19195,0.000,9.945,9.945
REC_19196,0.000,3.606,3.606
REC_19197,0.000,8.511,8.511
REC_19198,2.890,9.767,12.657
REC_19199,0.000,6.089,6.089
REC_19200,0.000,0.000,0.000
REC_19201,10.416,5.711,16.127
REC_19202,0.000,7.089,7.089
REC_19203,0.000,4.096,4.096
REC_19204,1.745,7.747,9.492
REC_19205,1.572,5.492,7.064
REC_19206,0.000,9.778,9.778
REC_19207,0.000,7.230,7.230
REC_19208,0.000,9.443,9.443
REC_19209,1.752,8.220,9.972
REC_19210,0.505,8.020,8.525
REC_19211,0.000,9.048,9.048
REC_19212,0.000,10.179,10.179
REC_19213,0.000,6.809,6.809
REC_19214,0.000,8.130,8.130
REC_19215,1.004,0.000,1.004
REC_19216,0.000,0.000,0.000
REC_19217,0.000,10.376,10.376
REC_19218,0.000,7.340,7.340
REC_19219,0.000,8.531,8.531
REC_19220,1.516,4.784,6.300
REC_19221,0.000,3.296,3.296
REC_19222,0.000,9.681,9.681
REC_19223,0.000,8.595,8.595
REC_19224,0.000,9.723,9.723
REC_19225,0.000,3.200,3.200
REC_19226,0.000,5.486,5.486
REC_19227,0.000,0.000,0.000
REC_19228,0.000,10.259,10.259
REC_19229,1.270,9.263,10.533
REC_19230,1.183,11.117,12.300
REC_19231,0.000,10.956,10.956
REC_19232,1.946,9.907,11.853
REC_19233,0.516,0.000,0.516
REC_19234,0.000,12.663,12.663
REC_19235,0.000,8.539,8.539
REC_19236,2.193,3.831,6.024
REC_19237,0.000,2.598,2.598
REC_19238,0.000,0.000,0.000
REC_19239,0.000,9.416,9.416
REC_19240,0.000,0.000,0.000
REC_19241,0.000,3.186,3.186
REC_19242,0.000,8.401,8.401
REC_19243,1.906,6.668,8.574
REC_19244,0.000,11.450,11.450
REC_19245,2.442,8.046,10.488
REC_19246,1.510,10.139,11.649
REC_19247,0.000,11.104,11.104
REC_19248,1.908,7.978,9.886
REC_19249,0.000,3.500,3.500
REC_19250,0.000,3.244,3.244
REC_19251,1.708,7.872,9.580
REC_19252,0.000,10.058,10.058
REC_19253,2.100,5.708,7.808
REC_19254,0.000,6.588,6.588
REC_19255,0.000,10.704,10.704
REC_19256,1.745,4.174,5.919
REC_19257,0.000,7.489,7.489
REC_19258,0.000,0.000,0.000
REC_19259,0.000,8.726,8.726
REC_19260,0.000,7.811,7.811
REC_19261,0.000,2.821,2.821
REC_19262,0.000,0.000,0.000
REC_19263,0.000,9.662,9.662
REC_19264,0.000,8.024,8.024
REC_19265,0.000,8.835,8.835
REC_19266,0.000,9.109,9.109
REC_19267,1.011,8.575,9.586
REC_19268,0.000,7.412,7.412
REC_19269,0.000,9.147,9.147
REC_19270,0.000,8.088,8.088
REC_19271,0.000,4.890,4.890
REC_19272,0.360,10.753,11.113
REC_19273,2.357,9.291,11.648
REC_19274,2.279,10.740,13.019
REC_19275,0.330,10.357,10.687
REC_19276,1.944,8.560,10.504
REC_19277,0.000,0.000,0.000
REC_19278,1.102,9.781,10.883
REC_19279,0.000,4.089,4.089
REC_19280,2.007,0.000,2.007
REC_19281,0.000,8.962,8.962
REC_19282,0.000,10.110,10.110
REC_19283,2.011,3.364,5.375
REC_19284,0.000,0.000,0.000
REC_19285,0.000,0.000,0.000
REC_19286,0.000,9.178,9.178
REC_19287,0.000,5.149,5.149
REC_19288,0.000,2.330,2.330
REC_19289,2.739,0.000,2.739
REC_19290,0.000,10.482,10.482
REC_19291,0.000,11.653,11.653
REC_19292,2.610,8.480,11.090
REC_19293,2.276,10.031,12.307
REC_19294,0.000,12.271,12.271
REC_19295,1.721,5.678,7.399
REC_19296,0.000,3.071,3.071
REC_19297,0.000,9.556,9.556
REC_19298,2.018,8.594,10.612
REC_19299,0.000,7.771,7.771
REC_19300,1.948,9.826,11.774
REC_19301,2.215,14.562,16.777
REC_19302,1.339,13.398,14.737
REC_19303,3.146,9.802,12.948
REC_19304,2.821,0.000,2.821
REC_19305,0.000,0.000,0.000
REC_19306,0.000,0.000,0.000
REC_19307,0.000,9.151,9.151
REC_19308,0.000,7.913,7.913
REC_19309,0.000,4.590,4.590
REC_19310,0.000,0.000,0.000
REC_19311,0.000,0.000,0.000
REC_19312,0.000,9.579,9.579
REC_19313,0.000,9.792,9.792
REC_19314,1.761,0.000,1.761
REC_19315,0.000,11.483,11.483
REC_19316,0.000,9.251,9.251
REC_19317,0.000,9.244,9.244
REC_19318,0.000,7.467,7.467
REC_19319,1.125,8.346,9.471
REC_19320,0.576,11.358,11.934
REC_19321,1.711,9.942,11.653
REC_19322,2.005,7.905,9.910
REC_19323,2.005,2.376,4.381
REC_19324,0.000,8.757,8.757
REC_19325,0.000,0.000,0.000
REC_19326,2.008,8.343,10.351
REC_19327,0.000,3.477,3.477
REC_19328,0.000,6.856,6.856
REC_19329,1.017,5.700,6.717
REC_19330,0.000,8.424,8.424
REC_19331,0.000,0.000,0.000
REC_19332,0.000,3.270,3.270
REC_19333,0.000,9.103,9.103
REC_19334,0.000,6.445,6.445
REC_19335,0.000,7.321,7.321
REC_19336,0.000,7.688,7.688
REC_19337,1.950,5.694,7.644
REC_19338,0.000,9.900,9.900
REC_19339,0.000,8.401,8.401
REC_19340,2.012,8.391,10.403
REC_19341,0.000,8.161,8.161
REC_19342,0.000,7.881,7.881
REC_19343,0.622,9.583,10.205
REC_19344,0.000,9.601,9.601
REC_19345,0.000,8.475,8.475
REC_19346,1.513,8.691,10.204
REC_19347,0.000,0.000,0.000
REC_19348,0.000,7.879,7.879
REC_19349,0.000,8.170,8.170
REC_19350,0.000,7.599,7.599
REC_19351,0.000,8.672,8.672
REC_19352,0.000,8.718,8.718
REC_19353,1.390,10.899,12.289
REC_19354,0.000,11.064,11.064
REC_19355,1.684,9.344,11.028
REC_19356,2.012,7.003,9.015
REC_19357,0.000,6.881,6.881
REC_19358,1.056,0.000,1.056
REC_19359,0.000,9.153,9.153
REC_19360,0.000,0.000,0.000
REC_19361,2.475,0.000,2.475
REC_19362,1.476,5.954,7.430
REC_19363,0.000,8.540,8.540
REC_19364,1.227,5.876,7.103
REC_19365,0.000,3.480,3.480
REC_19366,0.000,0.000,0.000
REC_19367,0.000,2.610,2.610
REC_19368,0.000,8.291,8.291
REC_19369,0.000,5.732,5.732
REC_19370,0.000,3.260,3.260
REC_19371,0.000,7.782,7.782
REC_19372,0.000,0.000,0.000
REC_19373,0.000,9.816,9.816
REC_19374,1.536,9.670,11.206
REC_19375,0.000,11.414,11.414
REC_19376,1.628,9.472,11.100
REC_19377,1.518,7.676,9.194
REC_19378,0.000,0.000,0.000
REC_19379,0.000,4.358,4.358
REC_19380,1.466,7.652,9.118
REC_19381,0.000,8.340,8.340
REC_19382,0.000,5.593,5.593
REC_19383,0.000,2.255,2.255
REC_19384,0.000,0.000,0.000
REC_19385,1.945,2.005,3.950
REC_19386,0.000,0.000,0.000
REC_19387,0.000,9.596,9.596
REC_19388,2.225,6.985,9.210
REC_19389,0.000,4.341,4.341
REC_19390,1.836,0.000,1.836
REC_19391,0.000,9.390,9.390
REC_19392,0.000,11.743,11.743
REC_19393,2.137,7.623,9.760
REC_19394,1.525,7.780,9.305
REC_19395,1.009,8.331,9.340
REC_19396,0.000,8.434,8.434
REC_19397,1.959,0.000,1.959
REC_19398,2.013,8.246,10.259
REC_19399,0.853,6.534,7.387
REC_19400,1.899,8.983,10.882
REC_19401,2.006,7.617,9.623
REC_19402,1.460,6.266,7.726
REC_19403,0.000,10.003,10.003
REC_19404,1.355,7.977,9.332
REC_19405,1.010,7.346,8.356
REC_19406,1.021,7.853,8.874
REC_19407,1.601,6.984,8.585
REC_19408,0.000,4.133,4.133
REC_19409,0.000,8.866,8.866
REC_19410,2.082,3.091,5.173
REC_19411,1.754,0.000,1.754
REC_19412,0.000,9.114,9.114
REC_19413,0.000,7.385,7.385
REC_19414,0.000,9.039,9.039
REC_19415,0.000,6.019,6.019
REC_19416,0.000,6.488,6.488
REC_19417,0.000,6.997,6.997
REC_19418,0.000,3.178,3.178
REC_19419,0.000,10.306,10.306
REC_19420,0.000,7.459,7.459
REC_19421,0.000,4.259,4.259
REC_19422,1.085,0.000,1.085
REC_19423,2.011,7.450,9.461
REC_19424,0.000,8.162,8.162
REC_19425,0.000,7.105,7.105
REC_19426,0.000,5.472,5.472
REC_19427,2.103,2.005,4.108
REC_19428,0.000,10.709,10.709
REC_19429,2.282,0.000,2.282
REC_19430,0.000,7.751,7.751
REC_19431,0.000,4.080,4.080
REC_19432,1.007,4.793,5.800
REC_19433,0.000,6.017,6.017
REC_19434,0.000,9.899,9.899
REC_19435,0.000,9.801,9.801
REC_19436,0.000,3.348,3.348
REC_19437,0.000,7.757,7.757
REC_19438,0.000,9.920,9.920
REC_19439,0.000,8.865,8.865
REC_19440,0.000,5.226,5.226
REC_19441,1.750,8.251,10.001
REC_19442,0.000,3.318,3.318
REC_19443,0.000,0.000,0.000
REC_19444,0.000,8.970,8.970
REC_19445,1.523,7.862,9.385
REC_19446,0.000,8.298,8.298
REC_19447,0.000,5.982,5.982
REC_19448,0.000,0.000,0.000
REC_19449,0.000,9.094,9.094
REC_19450,2.245,3.310,5.555
REC_19451,0.000,8.588,8.588
REC_19452,0.000,9.837,9.837
REC_19453,0.000,8.406,8.406
REC_19454,0.000,3.328,3.328
REC_19455,0.000,6.387,6.387
REC_19456,0.000,8.291,8.291
REC_19457,1.123,0.000,1.123
REC_19458,0.000,8.173,8.173
REC_19459,0.000,5.542,5.542
REC_19460,2.443,7.550,9.993
REC_19461,0.000,9.373,9.373
REC_19462,1.747,0.000,1.747
REC_19463,0.000,9.935,9.935
REC_19464,0.000,8.251,8.251
REC_19465,0.000,8.284,8.284
REC_19466,0.000,5.307,5.307
REC_19467,1.538,7.597,9.135
REC_19468,0.000,3.638,3.638
REC_19469,0.000,7.499,7.499
REC_19470,0.000,8.483,8.483
REC_19471,0.000,19.445,19.445
REC_19472,0.000,0.000,0.000
REC_19473,1.597,0.000,1.597
REC_19474,0.000,9.660,9.660
REC_19475,0.000,9.533,9.533
REC_19476,0.000,2.599,2.599
REC_19477,0.000,3.273,3.273
REC_19478,0.000,0.000,0.000
REC_19479,0.000,8.470,8.470
REC_19480,0.000,9.539,9.539
REC_19481,1.511,8.999,10.510
REC_19482,0.000,0.000,0.000
REC_19483,0.000,0.000,0.000
REC_19484,0.000,8.808,8.808
REC_19485,0.000,5.472,5.472
REC_19486,0.000,2.488,2.488
REC_19487,2.724,7.442,10.166
REC_19488,0.000,8.401,8.401
REC_19489,0.000,9.428,9.428
REC_19490,0.000,6.093,6.093
REC_19491,0.000,8.891,8.891
REC_19492,0.000,8.760,8.760
REC_19493,0.000,0.000,0.000
REC_19494,0.000,11.055,11.055
REC_19495,0.000,5.926,5.926
REC_19496,0.000,10.815,10.815
REC_19497,0.000,3.340,3.340
REC_19498,0.000,10.415,10.415
REC_19499,0.000,9.466,9.466
REC_19500,0.000,6.463,6.463
REC_19501,0.000,8.674,8.674
REC_19502,0.000,6.157,6.157
REC_19503,0.000,8.809,8.809
REC_19504,1.535,0.000,1.535
REC_19505,0.000,6.786,6.786
REC_19506,0.000,8.977,8.977
REC_19507,0.000,0.000,0.000
REC_19508,2.558,6.014,8.572
REC_19509,0.000,3.303,3.303
REC_19510,0.000,7.767,7.767
REC_19511,0.000,7.552,7.552
REC_19512,2.160,0.000,2.160
REC_19513,0.000,4.276,4.276
REC_19514,0.000,8.410,8.410
REC_19515,0.000,9.382,9.382
REC_19516,0.000,6.310,6.310
REC_19517,0.000,9.276,9.276
REC_19518,0.000,9.788,9.788
REC_19519,0.000,8.749,8.749
REC_19520,0.000,0.000,0.000
REC_19521,1.994,5.456,7.450
REC_19522,0.000,5.073,5.073
REC_19523,0.000,2.260,2.260
REC_19524,0.000,4.017,4.017
REC_19525,0.000,0.000,0.000
REC_19526,0.000,8.633,8.633
REC_19527,0.000,5.801,5.801
REC_19528,0.000,2.386,2.386
REC_19529,0.000,0.000,0.000
REC_19530,0.000,7.450,7.450
REC_19531,0.000,0.000,0.000
REC_19532,0.000,8.625,8.625
REC_19533,0.000,7.751,7.751
REC_19534,1.776,4.936,6.712
REC_19535,0.000,3.204,3.204
REC_19536,0.000,5.168,5.168
REC_19537,0.000,8.725,8.725
REC_19538,0.000,10.000,10.000
REC_19539,0.000,2.661,2.661
REC_19540,1.536,7.420,8.956
REC_19541,0.000,9.463,9.463
REC_19542,1.234,8.329,9.563
REC_19543,0.000,6.799,6.799
REC_19544,0.000,4.044,4.044
REC_19545,0.000,7.469,7.469
REC_19546,0.000,3.286,3.286
REC_19547,0.000,0.000,0.000
REC_19548,0.000,6.895,6.895
REC_19549,0.000,9.828,9.828
REC_19550,0.000,9.104,9.104
REC_19551,0.000,7.570,7.570
REC_19552,0.000,9.023,9.023
REC_19553,0.000,5.946,5.946
REC_19554,2.309,7.106,9.415
REC_19555,0.000,9.429,9.429
REC_19556,0.000,0.000,0.000
REC_19557,0.000,9.582,9.582
REC_19558,0.000,6.861,6.861
REC_19559,0.000,10.162,10.162
REC_19560,1.562,7.278,8.840
REC_19561,0.000,0.000,0.000
REC_19562,0.000,0.000,0.000
REC_19563,0.000,9.393,9.393
REC_19564,0.000,6.749,6.749
REC_19565,0.000,4.159,4.159
REC_19566,1.525,2.844,4.369
REC_19567,0.000,9.085,9.085
REC_19568,0.000,8.002,8.002
REC_19569,0.000,9.155,9.155
REC_19570,0.000,10.785,10.785
REC_19571,0.000,2.937,2.937
REC_19572,0.000,0.000,0.000
REC_19573,0.000,7.572,7.572
REC_19574,0.000,0.000,0.000
REC_19575,0.000,7.646,7.646
REC_19576,0.000,11.085,11.085
REC_19577,1.595,4.213,5.808
REC_19578,0.000,0.000,0.000
REC_19579,2.381,0.000,2.381
REC_19580,0.000,8.355,8.355
REC_19581,0.000,5.658,5.658
REC_19582,2.239,5.675,7.914
REC_19583,0.000,7.633,7.633
REC_19584,0.000,4.628,4.628
REC_19585,2.008,7.581,9.589
REC_19586,0.000,8.836,8.836
REC_19587,0.000,9.388,9.388
REC_19588,0.000,9.690,9.690
REC_19589,0.000,7.806,7.806
REC_19590,1.925,6.106,8.031
REC_19591,0.000,8.395,8.395
REC_19592,0.000,5.432,5.432
REC_19593,0.000,2.374,2.374
REC_19594,0.000,2.916,2.916
REC_19595,0.000,8.149,8.149
REC_19596,0.000,8.194,8.194
REC_19597,0.000,7.607,7.607
REC_19598,0.000,10.027,10.027
REC_19599,1.505,0.000,1.505
REC_19600,0.000,9.717,9.717
REC_19601,0.000,9.693,9.693
REC_19602,0.000,7.756,7.756
REC_19603,0.000,4.427,4.427
REC_19604,1.829,6.032,7.861
REC_19605,2.183,6.014,8.197
REC_19606,0.000,0.000,0.000
REC_19607,0.000,0.000,0.000
REC_19608,0.000,6.641,6.641
REC_19609,0.000,3.863,3.863
REC_19610,1.504,0.000,1.504
REC_19611,0.000,8.333,8.333
REC_19612,0.000,10.431,10.431
REC_19613,0.000,8.453,8.453
REC_19614,0.000,9.677,9.677
REC_19615,2.143,7.842,9.985
REC_19616,0.000,0.000,0.000
REC_19617,0.000,2.630,2.630
REC_19618,0.000,8.576,8.576
REC_19619,1.019,6.705,7.724
REC_19620,0.000,3.510,3.510
REC_19621,0.000,7.476,7.476
REC_19622,0.000,0.000,0.000
REC_19623,0.000,3.794,3.794
REC_19624,0.000,7.918,7.918
REC_19625,0.000,4.991,4.991
REC_19626,1.760,0.000,1.760
REC_19627,0.000,5.328,5.328
REC_19628,0.000,0.000,0.000
REC_19629,0.000,11.049,11.049
REC_19630,2.157,8.947,11.104
REC_19631,1.499,6.493,7.992
REC_19632,0.799,10.534,11.333
REC_19633,1.828,8.864,10.692
REC_19634,2.014,6.357,8.371
REC_19635,0.443,6.100,6.543
REC_19636,2.096,8.000,10.096
REC_19637,1.004,8.167,9.171
REC_19638,0.000,7.328,7.328
REC_19639,2.306,7.104,9.410
REC_19640,2.006,5.457,7.463
REC_19641,1.701,9.978,11.679
REC_19642,1.618,8.943,10.561
REC_19643,1.017,8.858,9.875
REC_19644,1.013,6.221,7.234
REC_19645,0.000,9.226,9.226
REC_19646,1.252,8.169,9.421
REC_19647,1.551,6.117,7.668
REC_19648,0.000,9.926,9.926
REC_19649,1.781,7.905,9.686
REC_19650,1.004,7.737,8.741
REC_19651,0.000,4.471,4.471
REC_19652,1.773,7.128,8.901
REC_19653,1.082,8.746,9.828
REC_19654,0.747,9.469,10.216
REC_19655,1.953,6.914,8.867
REC_19656,1.282,8.096,9.378
REC_19657,1.023,6.594,7.617
REC_19658,0.000,10.386,10.386
REC_19659,2.073,8.284,10.357
REC_19660,2.078,8.605,10.683
REC_19661,1.436,9.414,10.850
REC_19662,0.766,8.877,9.643
REC_19663,2.021,6.891,8.912
REC_19664,0.000,9.445,9.445
REC_19665,1.974,6.919,8.893
REC_19666,1.072,9.053,10.125
REC_19667,1.521,6.207,7.728
REC_19668,0.000,9.442,9.442
REC_19669,1.521,7.836,9.357
REC_19670,0.000,7.041,7.041
REC_19671,0.000,6.827,6.827
REC_19672,1.482,9.257,10.739
REC_19673,1.011,8.597,9.608
REC_19674,2.228,5.032,7.260
REC_19675,1.677,8.089,9.766
REC_19676,1.147,8.490,9.637
REC_19677,0.000,8.632,8.632
REC_19678,0.506,10.315,10.821
REC_19679,1.509,8.056,9.565
REC_19680,1.012,10.677,11.689
REC_19681,0.000,9.768,9.768
REC_19682,3.229,8.009,11.238
REC_19683,1.011,6.139,7.150
REC_19684,1.660,7.905,9.565
REC_19685,2.006,6.803,8.809
